Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Overall Efficiency
2198.0,1023.15,6.0,225.0,0.1,0.4,3.269119674012658
2197.0,1023.15,6.0,225.0,0.1,0.3,3.2691195492806915
2196.0,1023.15,6.0,225.0,0.1,0.2,3.269119200099176
2195.0,1023.15,6.0,225.0,0.1,0.1,3.2691177701391303
2194.0,1023.15,6.0,225.0,0.0775,0.5,3.26910359275778
2183.0,1023.15,6.0,225.0,0.0325,0.4,3.262015999440594
2182.0,1023.15,6.0,225.0,0.0325,0.3,3.262015914677981
2181.0,1023.15,6.0,225.0,0.0325,0.2,3.262015677478165
2180.0,1023.15,6.0,225.0,0.0325,0.1,3.262014706475799
2148.0,1023.15,6.0,150.0,0.1,0.4,3.258409542859683
2147.0,1023.15,6.0,150.0,0.1,0.3,3.2584091225132843
2146.0,1023.15,6.0,150.0,0.1,0.2,3.2584079485592325
2145.0,1023.15,6.0,150.0,0.1,0.1,3.258403152480963
2144.0,1023.15,6.0,150.0,0.0775,0.5,3.2583557178228504
2218.0,1023.15,6.0,262.5,0.0775,0.4,3.2409495686850454
2217.0,1023.15,6.0,262.5,0.0775,0.3,3.240949411085742
2216.0,1023.15,6.0,262.5,0.0775,0.2,3.2409489696993266
2215.0,1023.15,6.0,262.5,0.0775,0.1,3.2409471613335006
2214.0,1023.15,6.0,262.5,0.055,0.5,3.2409292238966785
2199.0,1023.15,6.0,225.0,0.1,0.5,3.231751748528871
2238.0,1023.15,6.0,300.0,0.055,0.4,3.2181528068761445
2237.0,1023.15,6.0,300.0,0.055,0.3,3.2181526147869444
2236.0,1023.15,6.0,300.0,0.055,0.2,3.218152076627387
2235.0,1023.15,6.0,300.0,0.055,0.1,3.2181498710397767
2234.0,1023.15,6.0,300.0,0.0325,0.5,3.218127985927754
2223.0,1023.15,6.0,262.5,0.1,0.4,3.207909296511893
2222.0,1023.15,6.0,262.5,0.1,0.3,3.2079091532929254
2221.0,1023.15,6.0,262.5,0.1,0.2,3.207908752112859
2220.0,1023.15,6.0,262.5,0.1,0.1,3.207907108187329
2219.0,1023.15,6.0,262.5,0.0775,0.5,3.207890798890736
2243.0,1023.15,6.0,300.0,0.0775,0.4,3.188543910691948
2242.0,1023.15,6.0,300.0,0.0775,0.3,3.1885437356356405
2241.0,1023.15,6.0,300.0,0.0775,0.2,3.188543245122422
2240.0,1023.15,6.0,300.0,0.0775,0.1,3.1885412345025013
2239.0,1023.15,6.0,300.0,0.055,0.5,3.1885212807982604
1674.0,973.15,8.0,187.5,0.1,0.5,3.185935930345445
1673.0,973.15,8.0,187.5,0.1,0.4,3.185934432379519
1672.0,973.15,8.0,187.5,0.1,0.3,3.1859283127381426
1671.0,973.15,8.0,187.5,0.1,0.2,3.1858677882823923
2174.0,1023.15,6.0,187.5,0.1,0.5,3.1498430116639686
2168.0,1023.15,6.0,187.5,0.0775,0.4,3.1464347136348207
2167.0,1023.15,6.0,187.5,0.0775,0.3,3.146434245771203
2166.0,1023.15,6.0,187.5,0.0775,0.2,3.1464329376334854
2165.0,1023.15,6.0,187.5,0.0775,0.1,3.1464275872925422
2164.0,1023.15,6.0,187.5,0.055,0.5,3.146374609303153
2163.0,1023.15,6.0,187.5,0.055,0.4,3.141883542030565
2162.0,1023.15,6.0,187.5,0.055,0.3,3.141883461854237
2161.0,1023.15,6.0,187.5,0.055,0.2,3.141883237682412
2160.0,1023.15,6.0,187.5,0.055,0.1,3.1418823208190814
2159.0,1023.15,6.0,187.5,0.0325,0.5,3.141873242531976
2213.0,1023.15,6.0,262.5,0.055,0.4,3.129704076121645
2212.0,1023.15,6.0,262.5,0.055,0.3,3.1297038283122585
2211.0,1023.15,6.0,262.5,0.055,0.2,3.129703134412458
2210.0,1023.15,6.0,262.5,0.055,0.1,3.129700292065605
2209.0,1023.15,6.0,262.5,0.0325,0.5,3.129672104308935
1207.0,923.15,10.0,262.5,0.0325,0.3,3.1295202368811506
1206.0,923.15,10.0,262.5,0.0325,0.2,3.1295194966555906
1205.0,923.15,10.0,262.5,0.0325,0.1,3.1295174295074384
2173.0,1023.15,6.0,187.5,0.1,0.4,3.128372082825859
2172.0,1023.15,6.0,187.5,0.1,0.3,3.128371894749819
2171.0,1023.15,6.0,187.5,0.1,0.2,3.1283713687111785
2170.0,1023.15,6.0,187.5,0.1,0.1,3.1283692164519032
2169.0,1023.15,6.0,187.5,0.0775,0.5,3.128347898010752
2149.0,1023.15,6.0,150.0,0.1,0.5,3.11029225444422
2158.0,1023.15,6.0,187.5,0.0325,0.4,3.1081418765227875
2157.0,1023.15,6.0,187.5,0.0325,0.3,3.1081417627020715
2156.0,1023.15,6.0,187.5,0.0325,0.2,3.108141444557388
2155.0,1023.15,6.0,187.5,0.0325,0.1,3.1081401437443072
2233.0,1023.15,6.0,300.0,0.0325,0.4,3.099491814118907
2232.0,1023.15,6.0,300.0,0.0325,0.3,3.0994915108685346
2231.0,1023.15,6.0,300.0,0.0325,0.2,3.099490661424713
2230.0,1023.15,6.0,300.0,0.0325,0.1,3.099487180682251
2048.0,1023.15,4.0,187.5,0.1,0.4,3.095816163787587
2047.0,1023.15,4.0,187.5,0.1,0.3,3.0958145229943894
2046.0,1023.15,4.0,187.5,0.1,0.2,3.0958099402899464
2045.0,1023.15,4.0,187.5,0.1,0.1,3.0957912171674
2044.0,1023.15,4.0,187.5,0.0775,0.5,3.095606021013546
749.0,923.15,2.0,300.0,0.1,0.5,3.0790435803393934
748.0,923.15,2.0,300.0,0.1,0.4,3.078923393818304
2193.0,1023.15,6.0,225.0,0.0775,0.4,3.0787199103654728
2192.0,1023.15,6.0,225.0,0.0775,0.3,3.078719656766638
2191.0,1023.15,6.0,225.0,0.0775,0.2,3.078718946992308
2190.0,1023.15,6.0,225.0,0.0775,0.1,3.078716041022322
2189.0,1023.15,6.0,225.0,0.055,0.5,3.078687236674234
2188.0,1023.15,6.0,225.0,0.055,0.4,3.07577924366485
2187.0,1023.15,6.0,225.0,0.055,0.3,3.075778663301165
2186.0,1023.15,6.0,225.0,0.055,0.2,3.0757770394270563
2185.0,1023.15,6.0,225.0,0.055,0.1,3.075770392786884
2184.0,1023.15,6.0,225.0,0.0325,0.5,3.0757045286481324
1574.0,973.15,6.0,225.0,0.1,0.5,3.061982946299972
1573.0,973.15,6.0,225.0,0.1,0.4,3.061977153994092
1572.0,973.15,6.0,225.0,0.1,0.3,3.061953489244982
1571.0,973.15,6.0,225.0,0.1,0.2,3.061719410663077
1695.0,973.15,8.0,225.0,0.1,0.1,3.052892889038133
1694.0,973.15,8.0,225.0,0.0775,0.5,3.0528922767482163
1693.0,973.15,8.0,225.0,0.0775,0.4,3.052890564824567
1692.0,973.15,8.0,225.0,0.0775,0.3,3.052883563062
1691.0,973.15,8.0,225.0,0.0775,0.2,3.0528142332267665
1710.0,973.15,8.0,262.5,0.055,0.1,3.0494178914992207
1709.0,973.15,8.0,262.5,0.0325,0.5,3.0494177917523944
1708.0,973.15,8.0,262.5,0.0325,0.4,3.049417512621642
1707.0,973.15,8.0,262.5,0.0325,0.3,3.0494163699734447
1706.0,973.15,8.0,262.5,0.0325,0.2,3.0494050457048254
1107.0,923.15,8.0,300.0,0.0325,0.3,3.038200079626214
1106.0,923.15,8.0,300.0,0.0325,0.2,3.0381972645523763
1105.0,923.15,8.0,300.0,0.0325,0.1,3.0381894025012794
314.0,873.15,6.0,225.0,0.055,0.5,3.0381692877627597
313.0,873.15,6.0,225.0,0.055,0.4,3.0381676414704817
312.0,873.15,6.0,225.0,0.055,0.3,3.0381630446501
311.0,873.15,6.0,225.0,0.055,0.2,3.038144267684015
310.0,873.15,6.0,225.0,0.055,0.1,3.037958563525365
2208.0,1023.15,6.0,262.5,0.0325,0.4,3.025090795967844
2207.0,1023.15,6.0,262.5,0.0325,0.3,3.0250901353594117
2206.0,1023.15,6.0,262.5,0.0325,0.2,3.025088286000273
2205.0,1023.15,6.0,262.5,0.0325,0.1,3.0250807124558503
1730.0,973.15,8.0,300.0,0.0325,0.1,3.020292375408964
649.0,923.15,2.0,150.0,0.1,0.5,3.0182247166634224
648.0,923.15,2.0,150.0,0.1,0.4,3.0177650546125245
1948.0,1023.15,2.0,225.0,0.1,0.4,3.0157810594659518
1947.0,1023.15,2.0,225.0,0.1,0.3,3.015771767981642
1946.0,1023.15,2.0,225.0,0.1,0.2,3.015745815577188
1944.0,1023.15,2.0,225.0,0.0775,0.5,3.014590389556022
1474.0,973.15,4.0,262.5,0.1,0.5,3.006981860401164
1473.0,973.15,4.0,262.5,0.1,0.4,3.0069484783485145
1472.0,973.15,4.0,262.5,0.1,0.3,3.006812079584342
1765.0,973.15,10.0,150.0,0.0775,0.1,3.006465599469806
1764.0,973.15,10.0,150.0,0.055,0.5,3.0064653755645505
1763.0,973.15,10.0,150.0,0.055,0.4,3.006464748269492
1762.0,973.15,10.0,150.0,0.055,0.3,3.006462177373197
1761.0,973.15,10.0,150.0,0.055,0.2,3.006436667578917
1471.0,973.15,4.0,262.5,0.1,0.2,3.005462047427528
212.0,873.15,4.0,262.5,0.055,0.3,3.004292294188859
211.0,873.15,4.0,262.5,0.055,0.2,3.004219465182411
210.0,873.15,4.0,262.5,0.055,0.1,3.0034989228174966
214.0,873.15,4.0,262.5,0.055,0.5,3.0023000952765284
213.0,873.15,4.0,262.5,0.055,0.4,3.002293745416802
1007.0,923.15,8.0,150.0,0.0325,0.3,2.99860696623889
1006.0,923.15,8.0,150.0,0.0325,0.2,2.998590804915627
1005.0,923.15,8.0,150.0,0.0325,0.1,2.998545664856257
1749.0,973.15,8.0,300.0,0.1,0.5,2.9973555807717096
1748.0,973.15,8.0,300.0,0.1,0.4,2.997355111132391
1747.0,973.15,8.0,300.0,0.1,0.3,2.997353186681964
1746.0,973.15,8.0,300.0,0.1,0.2,2.9973340943767868
2224.0,1023.15,6.0,262.5,0.1,0.5,2.994685901800107
1705.0,973.15,8.0,262.5,0.0325,0.1,2.992094643893957
548.0,873.15,10.0,187.5,0.1,0.4,2.99207980281323
549.0,873.15,10.0,187.5,0.1,0.5,2.9915258520970123
1846.0,973.15,10.0,262.5,0.1,0.2,2.987054243092325
1848.0,973.15,10.0,262.5,0.1,0.4,2.986834723542591
1847.0,973.15,10.0,262.5,0.1,0.3,2.986726437333582
1844.0,973.15,10.0,262.5,0.0775,0.5,2.9865968681817923
1680.0,973.15,8.0,225.0,0.0325,0.1,2.9865663438724126
1690.0,973.15,8.0,225.0,0.0775,0.1,2.9865446812059915
1689.0,973.15,8.0,225.0,0.055,0.5,2.986544591560441
1688.0,973.15,8.0,225.0,0.055,0.4,2.9865443409143717
1687.0,973.15,8.0,225.0,0.055,0.3,2.9865433157761694
1686.0,973.15,8.0,225.0,0.055,0.2,2.9865331654455547
1845.0,973.15,10.0,262.5,0.1,0.1,2.986442574903
1373.0,973.15,2.0,300.0,0.1,0.4,2.9851935269571976
1374.0,973.15,2.0,300.0,0.1,0.5,2.985118338027033
1372.0,973.15,2.0,300.0,0.1,0.3,2.984982445607067
1771.0,973.15,10.0,150.0,0.1,0.2,2.983887371358148
906.0,923.15,6.0,187.5,0.0325,0.2,2.983802814536492
907.0,923.15,6.0,187.5,0.0325,0.3,2.9836675394647005
1772.0,973.15,10.0,150.0,0.1,0.3,2.9836080141576096
905.0,923.15,6.0,187.5,0.0325,0.1,2.983595872443144
1773.0,973.15,10.0,150.0,0.1,0.4,2.983543368363341
448.0,873.15,8.0,225.0,0.1,0.4,2.982727951247796
449.0,873.15,8.0,225.0,0.1,0.5,2.982714791303215
1685.0,973.15,8.0,225.0,0.055,0.1,2.9790175241102417
1684.0,973.15,8.0,225.0,0.0325,0.5,2.9790174014580373
1683.0,973.15,8.0,225.0,0.0325,0.4,2.979017058631124
1682.0,973.15,8.0,225.0,0.0325,0.3,2.979015656908002
1681.0,973.15,8.0,225.0,0.0325,0.2,2.97900178229872
1224.0,923.15,10.0,262.5,0.1,0.5,2.9789139631945813
1223.0,923.15,10.0,262.5,0.1,0.4,2.978816557414014
1770.0,973.15,10.0,150.0,0.1,0.1,2.978763357958258
1769.0,973.15,10.0,150.0,0.0775,0.5,2.9787631534259296
1768.0,973.15,10.0,150.0,0.0775,0.4,2.978762580320507
1767.0,973.15,10.0,150.0,0.0775,0.3,2.9787602311565684
1766.0,973.15,10.0,150.0,0.0775,0.2,2.9787369177942047
1715.0,973.15,8.0,262.5,0.0775,0.1,2.9695068375879146
1714.0,973.15,8.0,262.5,0.055,0.5,2.96950612035561
1713.0,973.15,8.0,262.5,0.055,0.4,2.9695041135360083
1712.0,973.15,8.0,262.5,0.055,0.3,2.96949589952148
1711.0,973.15,8.0,262.5,0.055,0.2,2.969414503881432
1724.0,973.15,8.0,262.5,0.1,0.5,2.95530978302404
1723.0,973.15,8.0,262.5,0.1,0.4,2.9553092468749704
1722.0,973.15,8.0,262.5,0.1,0.3,2.9553070512543664
1721.0,973.15,8.0,262.5,0.1,0.2,2.955285282753198
1699.0,973.15,8.0,225.0,0.1,0.5,2.93466766805901
1698.0,973.15,8.0,225.0,0.1,0.4,2.934666878937806
1697.0,973.15,8.0,225.0,0.1,0.3,2.9346636503083707
1696.0,973.15,8.0,225.0,0.1,0.2,2.9346316703294386
2068.0,1023.15,4.0,225.0,0.0775,0.4,2.9339200831904657
2067.0,1023.15,4.0,225.0,0.0775,0.3,2.933918187367071
2066.0,1023.15,4.0,225.0,0.0775,0.2,2.9339128865493147
2065.0,1023.15,4.0,225.0,0.0775,0.1,2.9338912054721216
2064.0,1023.15,4.0,225.0,0.055,0.5,2.933676511313104
1745.0,973.15,8.0,300.0,0.1,0.1,2.92619954948221
1744.0,973.15,8.0,300.0,0.0775,0.5,2.9261993063632685
1743.0,973.15,8.0,300.0,0.0775,0.4,2.9261986254642447
1742.0,973.15,8.0,300.0,0.0775,0.3,2.9261958358163263
1741.0,973.15,8.0,300.0,0.0775,0.2,2.9261681649797286
772.0,923.15,4.0,150.0,0.1,0.3,2.911423797967627
771.0,923.15,4.0,150.0,0.1,0.2,2.911422574617476
770.0,923.15,4.0,150.0,0.1,0.1,2.911419154375242
769.0,923.15,4.0,150.0,0.0775,0.5,2.911405166081424
768.0,923.15,4.0,150.0,0.0775,0.4,2.9112666575962227
1735.0,973.15,8.0,300.0,0.055,0.1,2.909966675048558
1734.0,973.15,8.0,300.0,0.0325,0.5,2.909965832240116
1733.0,973.15,8.0,300.0,0.0325,0.4,2.909963472828241
1732.0,973.15,8.0,300.0,0.0325,0.3,2.909953810539573
1731.0,973.15,8.0,300.0,0.0325,0.2,2.909858011606005
1740.0,973.15,8.0,300.0,0.0775,0.1,2.9096716383547427
1739.0,973.15,8.0,300.0,0.055,0.5,2.909671296176159
1738.0,973.15,8.0,300.0,0.055,0.4,2.9096703380324245
1737.0,973.15,8.0,300.0,0.055,0.3,2.909666413300293
1736.0,973.15,8.0,300.0,0.055,0.2,2.909627491576572
1720.0,973.15,8.0,262.5,0.1,0.1,2.9089278855024854
1719.0,973.15,8.0,262.5,0.0775,0.5,2.908927560522105
1718.0,973.15,8.0,262.5,0.0775,0.4,2.9089266509684117
1717.0,973.15,8.0,262.5,0.0775,0.3,2.908922927070459
1716.0,973.15,8.0,262.5,0.0775,0.2,2.908886015416812
1595.0,973.15,6.0,262.5,0.1,0.1,2.891524382132142
1594.0,973.15,6.0,262.5,0.0775,0.5,2.891521996524668
1593.0,973.15,6.0,262.5,0.0775,0.4,2.8915153263095044
1592.0,973.15,6.0,262.5,0.0775,0.3,2.8914880443668416
1591.0,973.15,6.0,262.5,0.0775,0.2,2.891217885688296
1760.0,973.15,10.0,150.0,0.055,0.1,2.8791891208945564
1759.0,973.15,10.0,150.0,0.0325,0.5,2.879188701375248
1758.0,973.15,10.0,150.0,0.0325,0.4,2.879187526249168
1757.0,973.15,10.0,150.0,0.0325,0.3,2.879182710975812
1756.0,973.15,10.0,150.0,0.0325,0.2,2.879134940003257
1247.0,923.15,10.0,300.0,0.1,0.3,2.873730063624952
1246.0,923.15,10.0,300.0,0.1,0.2,2.8737291209526887
1245.0,923.15,10.0,300.0,0.1,0.1,2.8737264833806124
1244.0,923.15,10.0,300.0,0.0775,0.5,2.8737156877527834
1243.0,923.15,10.0,300.0,0.0775,0.4,2.873608710269365
1212.0,923.15,10.0,262.5,0.055,0.3,2.8668205336748533
1211.0,923.15,10.0,262.5,0.055,0.2,2.8668202400273537
1210.0,923.15,10.0,262.5,0.055,0.1,2.8668194195636896
1209.0,923.15,10.0,262.5,0.0325,0.5,2.8668160661892856
1208.0,923.15,10.0,262.5,0.0325,0.4,2.866782886257004
1755.0,973.15,10.0,150.0,0.0325,0.1,2.864940281552907
1124.0,923.15,8.0,300.0,0.1,0.5,2.8613549203843425
1123.0,923.15,8.0,300.0,0.1,0.4,2.8609863706598504
334.0,873.15,6.0,262.5,0.0325,0.5,2.8598349371015743
333.0,873.15,6.0,262.5,0.0325,0.4,2.859833046827191
332.0,873.15,6.0,262.5,0.0325,0.3,2.859827762164788
331.0,873.15,6.0,262.5,0.0325,0.2,2.859806149131299
330.0,873.15,6.0,262.5,0.0325,0.1,2.859592140937096
672.0,923.15,2.0,187.5,0.1,0.3,2.8360604331660517
669.0,923.15,2.0,187.5,0.0775,0.5,2.835988603534193
668.0,923.15,2.0,187.5,0.0775,0.4,2.835454542461365
1964.0,1023.15,2.0,262.5,0.055,0.5,2.830685149103962
2088.0,1023.15,4.0,262.5,0.055,0.4,2.8289858208153627
2087.0,1023.15,4.0,262.5,0.055,0.3,2.828983625376484
2086.0,1023.15,4.0,262.5,0.055,0.2,2.828977482390644
2085.0,1023.15,4.0,262.5,0.055,0.1,2.8289523383660145
2084.0,1023.15,4.0,262.5,0.0325,0.5,2.828703169021765
1968.0,1023.15,2.0,262.5,0.0775,0.4,2.828192544134332
1967.0,1023.15,2.0,262.5,0.0775,0.3,2.828181895580721
1299.0,973.15,2.0,187.5,0.1,0.5,2.8246297690631303
1298.0,973.15,2.0,187.5,0.1,0.4,2.824605092746152
1495.0,973.15,4.0,300.0,0.1,0.1,2.8175747541279907
1494.0,973.15,4.0,300.0,0.0775,0.5,2.8175610205328216
1493.0,973.15,4.0,300.0,0.0775,0.4,2.817522619755352
1492.0,973.15,4.0,300.0,0.0775,0.3,2.817365546854464
1491.0,973.15,4.0,300.0,0.0775,0.2,2.81580954967992
234.0,873.15,4.0,300.0,0.0325,0.5,2.813811857438903
233.0,873.15,4.0,300.0,0.0325,0.4,2.8138045544674526
232.0,873.15,4.0,300.0,0.0325,0.3,2.813784136140532
231.0,873.15,4.0,300.0,0.0325,0.2,2.8137006244823715
230.0,873.15,4.0,300.0,0.0325,0.1,2.8128735321456544
1267.0,973.15,2.0,150.0,0.0775,0.3,2.810475535129746
1266.0,973.15,2.0,150.0,0.0775,0.2,2.810474394460303
1264.0,973.15,2.0,150.0,0.055,0.5,2.8104581242931066
1263.0,973.15,2.0,150.0,0.055,0.4,2.810328470416958
1217.0,923.15,10.0,262.5,0.0775,0.3,2.8081836247046765
1216.0,923.15,10.0,262.5,0.0775,0.2,2.8081834556763936
1215.0,923.15,10.0,262.5,0.0775,0.1,2.8081829832288294
1214.0,923.15,10.0,262.5,0.055,0.5,2.808181051540955
1213.0,923.15,10.0,262.5,0.055,0.4,2.808161931313496
1023.0,923.15,8.0,150.0,0.1,0.4,2.806254570506692
1024.0,923.15,8.0,150.0,0.1,0.5,2.806231303174646
1232.0,923.15,10.0,300.0,0.0325,0.3,2.8054785001551186
1231.0,923.15,10.0,300.0,0.0325,0.2,2.8054781465144747
1230.0,923.15,10.0,300.0,0.0325,0.1,2.8054771574177253
792.0,923.15,4.0,187.5,0.0775,0.3,2.801736984015952
791.0,923.15,4.0,187.5,0.0775,0.2,2.801735581802609
790.0,923.15,4.0,187.5,0.0775,0.1,2.801731658505662
789.0,923.15,4.0,187.5,0.055,0.5,2.80171560055178
788.0,923.15,4.0,187.5,0.055,0.4,2.801556476650121
2049.0,1023.15,4.0,187.5,0.1,0.5,2.7995465111364903
572.0,873.15,10.0,225.0,0.1,0.3,2.7981890503838294
571.0,873.15,10.0,225.0,0.1,0.2,2.7981622549814267
570.0,873.15,10.0,225.0,0.1,0.1,2.798087332128512
569.0,873.15,10.0,225.0,0.0775,0.5,2.797780859447656
568.0,873.15,10.0,225.0,0.0775,0.4,2.7975639018277443
132.0,873.15,4.0,150.0,0.0325,0.3,2.792328319774641
130.0,873.15,4.0,150.0,0.0325,0.1,2.792206416229563
131.0,873.15,4.0,150.0,0.0325,0.2,2.79184853549023
1868.0,973.15,10.0,300.0,0.0775,0.4,2.7916355788940623
134.0,873.15,4.0,150.0,0.0325,0.5,2.791614552187293
133.0,873.15,4.0,150.0,0.0325,0.4,2.791572715724188
1867.0,973.15,10.0,300.0,0.0775,0.3,2.791511026528041
1865.0,973.15,10.0,300.0,0.0775,0.1,2.7913916514048283
1866.0,973.15,10.0,300.0,0.0775,0.2,2.791162719003856
1864.0,973.15,10.0,300.0,0.055,0.5,2.791119496016788
1262.0,973.15,2.0,150.0,0.055,0.3,2.7897974698550723
1393.0,973.15,4.0,150.0,0.0775,0.4,2.7891994625147243
1392.0,973.15,4.0,150.0,0.0775,0.3,2.789194664221748
1395.0,973.15,4.0,150.0,0.1,0.1,2.7891918103059017
1394.0,973.15,4.0,150.0,0.0775,0.5,2.789031328319565
1391.0,973.15,4.0,150.0,0.0775,0.2,2.7887910771961955
924.0,923.15,6.0,187.5,0.1,0.5,2.7872222857005577
923.0,923.15,6.0,187.5,0.1,0.4,2.786757754286805
1317.0,973.15,2.0,225.0,0.0775,0.3,2.786376886788537
1318.0,973.15,2.0,225.0,0.0775,0.4,2.785934556524172
1319.0,973.15,2.0,225.0,0.0775,0.5,2.7858078576823244
472.0,873.15,8.0,262.5,0.1,0.3,2.7857906383975424
471.0,873.15,8.0,262.5,0.1,0.2,2.785755496824573
470.0,873.15,8.0,262.5,0.1,0.1,2.7857103507436616
469.0,873.15,8.0,262.5,0.0775,0.5,2.7856582541658783
468.0,873.15,8.0,262.5,0.0775,0.4,2.7854616744680745
1786.0,973.15,10.0,187.5,0.055,0.2,2.7849063059316843
1787.0,973.15,10.0,187.5,0.055,0.3,2.7847659883900167
1788.0,973.15,10.0,187.5,0.055,0.4,2.7846824212883075
1615.0,973.15,6.0,300.0,0.0775,0.1,2.783679429211698
1614.0,973.15,6.0,300.0,0.055,0.5,2.7836766389388314
1613.0,973.15,6.0,300.0,0.055,0.4,2.7836688316081046
1612.0,973.15,6.0,300.0,0.055,0.3,2.7836368753057585
1611.0,973.15,6.0,300.0,0.055,0.2,2.783320196365988
1237.0,923.15,10.0,300.0,0.055,0.3,2.78069086439264
1236.0,923.15,10.0,300.0,0.055,0.2,2.780690652241909
1235.0,923.15,10.0,300.0,0.055,0.1,2.780690058707961
1234.0,923.15,10.0,300.0,0.0325,0.5,2.780687629627193
1233.0,923.15,10.0,300.0,0.0325,0.4,2.7806635623199485
1297.0,973.15,2.0,187.5,0.1,0.3,2.775979123822613
1296.0,973.15,2.0,187.5,0.1,0.2,2.775978822244671
1294.0,973.15,2.0,187.5,0.0775,0.5,2.775974514615092
1293.0,973.15,2.0,187.5,0.0775,0.4,2.775940155850715
1222.0,923.15,10.0,262.5,0.1,0.3,2.77390180658401
1221.0,923.15,10.0,262.5,0.1,0.2,2.773901674255244
1220.0,923.15,10.0,262.5,0.1,0.1,2.7739013042714484
1219.0,923.15,10.0,262.5,0.0775,0.5,2.773899791053627
1218.0,923.15,10.0,262.5,0.0775,0.4,2.773884808092541
1242.0,923.15,10.0,300.0,0.0775,0.3,2.768784088813793
1241.0,923.15,10.0,300.0,0.0775,0.2,2.7687839261992404
1240.0,923.15,10.0,300.0,0.0775,0.1,2.7687834711419166
1239.0,923.15,10.0,300.0,0.055,0.5,2.768781608327769
1238.0,923.15,10.0,300.0,0.055,0.4,2.768763146860371
757.0,923.15,4.0,150.0,0.0325,0.3,2.766720858544338
756.0,923.15,4.0,150.0,0.0325,0.2,2.766720439861289
755.0,923.15,4.0,150.0,0.0325,0.1,2.7667192700732954
1249.0,923.15,10.0,300.0,0.1,0.5,2.764033844198618
1248.0,923.15,10.0,300.0,0.1,0.4,2.7639856979996624
1287.0,973.15,2.0,187.5,0.055,0.3,2.7545211293889063
2108.0,1023.15,4.0,300.0,0.0325,0.4,2.749040161799349
2107.0,1023.15,4.0,300.0,0.0325,0.3,2.7490377566515365
2106.0,1023.15,4.0,300.0,0.0325,0.2,2.749031023438349
2105.0,1023.15,4.0,300.0,0.0325,0.1,2.749003449249332
1274.0,973.15,2.0,150.0,0.1,0.5,2.7486228738418044
1273.0,973.15,2.0,150.0,0.1,0.4,2.7485883185095368
1580.0,973.15,6.0,262.5,0.0325,0.1,2.746612489972982
1147.0,923.15,10.0,150.0,0.1,0.3,2.743591891472314
1146.0,923.15,10.0,150.0,0.1,0.2,2.7435881640059927
1145.0,923.15,10.0,150.0,0.1,0.1,2.743577734430429
1144.0,923.15,10.0,150.0,0.0775,0.5,2.743535045143416
1143.0,923.15,10.0,150.0,0.0775,0.4,2.743112000428652
1272.0,973.15,2.0,150.0,0.1,0.3,2.7395317126436534
1271.0,973.15,2.0,150.0,0.1,0.2,2.739531240714136
1269.0,973.15,2.0,150.0,0.0775,0.5,2.739524506337877
1268.0,973.15,2.0,150.0,0.0775,0.4,2.739470826489356
1292.0,973.15,2.0,187.5,0.0775,0.3,2.7311875293783525
1291.0,973.15,2.0,187.5,0.0775,0.2,2.731187035656277
1289.0,973.15,2.0,187.5,0.055,0.5,2.731179985732805
1288.0,973.15,2.0,187.5,0.055,0.4,2.7311237659941234
2073.0,1023.15,4.0,225.0,0.1,0.4,2.7274231653865564
2072.0,1023.15,4.0,225.0,0.1,0.3,2.727422408239567
2071.0,1023.15,4.0,225.0,0.1,0.2,2.727420290516242
2070.0,1023.15,4.0,225.0,0.1,0.1,2.72741162589074
2069.0,1023.15,4.0,225.0,0.0775,0.5,2.727325801073437
812.0,923.15,4.0,225.0,0.055,0.3,2.7230356524320345
811.0,923.15,4.0,225.0,0.055,0.2,2.723034072549571
810.0,923.15,4.0,225.0,0.055,0.1,2.723029649796178
