Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Overall Efficiency
809.0,923.15,4.0,225.0,0.0325,0.5,2.723011537904928
808.0,923.15,4.0,225.0,0.0325,0.4,2.7228319646924555
2058.0,1023.15,4.0,225.0,0.0325,0.4,2.7140014377055524
2057.0,1023.15,4.0,225.0,0.0325,0.3,2.714001056595841
2056.0,1023.15,4.0,225.0,0.0325,0.2,2.7139999913260784
2055.0,1023.15,4.0,225.0,0.0325,0.1,2.7139956356603774
692.0,923.15,2.0,225.0,0.0775,0.3,2.7106198520865483
689.0,923.15,2.0,225.0,0.055,0.5,2.710538493053847
688.0,923.15,2.0,225.0,0.055,0.4,2.70993301545647
1988.0,1023.15,2.0,300.0,0.055,0.4,2.705836056042345
1987.0,1023.15,2.0,300.0,0.055,0.3,2.705823825071434
1635.0,973.15,8.0,150.0,0.055,0.1,2.705491290738889
1634.0,973.15,8.0,150.0,0.0325,0.5,2.7054880880461964
1633.0,973.15,8.0,150.0,0.0325,0.4,2.7054791221342582
1632.0,973.15,8.0,150.0,0.0325,0.3,2.7054424045532155
1631.0,973.15,8.0,150.0,0.0325,0.2,2.705078357191455
1984.0,1023.15,2.0,300.0,0.0325,0.5,2.7042611163493846
2124.0,1023.15,4.0,300.0,0.1,0.5,2.696546995976051
1112.0,923.15,8.0,300.0,0.055,0.3,2.6965100978675114
1111.0,923.15,8.0,300.0,0.055,0.2,2.6965089336358887
1110.0,923.15,8.0,300.0,0.055,0.1,2.696505680606472
1109.0,923.15,8.0,300.0,0.0325,0.5,2.696492384540249
1108.0,923.15,8.0,300.0,0.0325,0.4,2.6963608219302837
319.0,873.15,6.0,225.0,0.0775,0.5,2.6933328315964644
318.0,873.15,6.0,225.0,0.0775,0.4,2.6933321679623035
317.0,873.15,6.0,225.0,0.0775,0.3,2.6933303138453946
316.0,873.15,6.0,225.0,0.0775,0.2,2.693322736073253
315.0,873.15,6.0,225.0,0.0775,0.1,2.693247759362293
1515.0,973.15,6.0,150.0,0.0775,0.1,2.6920644273969607
1514.0,973.15,6.0,150.0,0.055,0.5,2.6920487162982245
1513.0,973.15,6.0,150.0,0.055,0.4,2.692004755003849
1512.0,973.15,6.0,150.0,0.055,0.3,2.691824810764301
774.0,923.15,4.0,150.0,0.1,0.5,2.6903261160497074
773.0,923.15,4.0,150.0,0.1,0.4,2.690268937998249
1511.0,973.15,6.0,150.0,0.055,0.2,2.690041263665356
2093.0,1023.15,4.0,262.5,0.0775,0.4,2.680027160828462
2092.0,1023.15,4.0,262.5,0.0775,0.3,2.6800262328672755
2091.0,1023.15,4.0,262.5,0.0775,0.2,2.68002363566668
2090.0,1023.15,4.0,262.5,0.0775,0.1,2.680013002127396
2089.0,1023.15,4.0,262.5,0.055,0.5,2.679907602065588
2063.0,1023.15,4.0,225.0,0.055,0.4,2.679300445570449
2062.0,1023.15,4.0,225.0,0.055,0.3,2.679300171176279
2061.0,1023.15,4.0,225.0,0.055,0.2,2.679299403966671
2060.0,1023.15,4.0,225.0,0.055,0.1,2.6792962660544504
2059.0,1023.15,4.0,225.0,0.0325,0.5,2.679265196023785
1047.0,923.15,8.0,187.5,0.1,0.3,2.678669207225905
1046.0,923.15,8.0,187.5,0.1,0.2,2.6786480735575053
1045.0,923.15,8.0,187.5,0.1,0.1,2.678588939440937
1044.0,923.15,8.0,187.5,0.0775,0.5,2.678346887606287
1043.0,923.15,8.0,187.5,0.0775,0.4,2.678291021941792
2123.0,1023.15,4.0,300.0,0.1,0.4,2.6764655976976277
2122.0,1023.15,4.0,300.0,0.1,0.3,2.6764651803359385
2121.0,1023.15,4.0,300.0,0.1,0.2,2.676464011235669
2120.0,1023.15,4.0,300.0,0.1,0.1,2.6764592205953086
2119.0,1023.15,4.0,300.0,0.0775,0.5,2.676411694390458
2074.0,1023.15,4.0,225.0,0.1,0.5,2.67296524282213
589.0,873.15,10.0,262.5,0.055,0.5,2.6700239630076537
588.0,873.15,10.0,262.5,0.055,0.4,2.6696598467058985
762.0,923.15,4.0,150.0,0.055,0.3,2.669599868849076
761.0,923.15,4.0,150.0,0.055,0.2,2.6695996058238323
760.0,923.15,4.0,150.0,0.055,0.1,2.6695988706591685
759.0,923.15,4.0,150.0,0.0325,0.5,2.669595864840878
758.0,923.15,4.0,150.0,0.0325,0.4,2.6695661128493287
592.0,873.15,10.0,262.5,0.0775,0.3,2.668900412989309
591.0,873.15,10.0,262.5,0.0775,0.2,2.668869874127221
590.0,873.15,10.0,262.5,0.0775,0.1,2.6687844233948224
2098.0,1023.15,4.0,262.5,0.1,0.4,2.667963627272097
2097.0,1023.15,4.0,262.5,0.1,0.3,2.667963117576837
2096.0,1023.15,4.0,262.5,0.1,0.2,2.6679616907029207
2095.0,1023.15,4.0,262.5,0.1,0.1,2.6679558473958545
832.0,923.15,4.0,262.5,0.0325,0.3,2.6642313304461087
831.0,923.15,4.0,262.5,0.0325,0.2,2.664229574278987
830.0,923.15,4.0,262.5,0.0325,0.1,2.664224656095469
1599.0,973.15,6.0,262.5,0.1,0.5,2.662119321372805
1598.0,973.15,6.0,262.5,0.1,0.4,2.662116444457902
1597.0,973.15,6.0,262.5,0.1,0.3,2.662104673652789
1596.0,973.15,6.0,262.5,0.1,0.2,2.661988081433672
1888.0,1023.15,2.0,150.0,0.055,0.4,2.6614505241586945
1887.0,1023.15,2.0,150.0,0.055,0.3,2.6613081857165217
1884.0,1023.15,2.0,150.0,0.0325,0.5,2.6609473239061607
1886.0,1023.15,2.0,150.0,0.055,0.2,2.6609098816331604
2083.0,1023.15,4.0,262.5,0.0325,0.4,2.659953680176588
2082.0,1023.15,4.0,262.5,0.0325,0.3,2.65995333391966
2081.0,1023.15,4.0,262.5,0.0325,0.2,2.6599523649491883
2080.0,1023.15,4.0,262.5,0.0325,0.1,2.6599483983553087
2143.0,1023.15,6.0,150.0,0.0775,0.4,2.65933542055606
2142.0,1023.15,6.0,150.0,0.0775,0.3,2.6593349136539253
2141.0,1023.15,6.0,150.0,0.0775,0.2,2.6593334932986785
2140.0,1023.15,6.0,150.0,0.0775,0.1,2.659327671270413
2139.0,1023.15,6.0,150.0,0.055,0.5,2.6592698952543707
2099.0,1023.15,4.0,262.5,0.1,0.5,2.6590103512980705
1415.0,973.15,4.0,187.5,0.0775,0.1,2.658425328893816
1413.0,973.15,4.0,187.5,0.055,0.4,2.6584185632125754
374.0,873.15,6.0,300.0,0.1,0.5,2.6583746614152908
373.0,873.15,6.0,300.0,0.1,0.4,2.65837221043463
372.0,873.15,6.0,300.0,0.1,0.3,2.658365349184989
1412.0,973.15,4.0,187.5,0.055,0.3,2.6583607233746025
371.0,873.15,6.0,300.0,0.1,0.2,2.6583372514735197
1414.0,973.15,4.0,187.5,0.055,0.5,2.658242133180329
1411.0,973.15,4.0,187.5,0.055,0.2,2.658177328645713
370.0,873.15,6.0,300.0,0.1,0.1,2.658058672926087
1167.0,923.15,10.0,187.5,0.0775,0.3,2.657409739943935
1166.0,923.15,10.0,187.5,0.0775,0.2,2.657405569539641
1165.0,923.15,10.0,187.5,0.0775,0.1,2.65739389457932
1164.0,923.15,10.0,187.5,0.055,0.5,2.657346082961535
1163.0,923.15,10.0,187.5,0.055,0.4,2.656872042790995
946.0,923.15,6.0,225.0,0.1,0.2,2.65634554445286
945.0,923.15,6.0,225.0,0.1,0.1,2.6561312762352864
944.0,923.15,6.0,225.0,0.0775,0.5,2.6561306792687427
947.0,923.15,6.0,225.0,0.1,0.3,2.656109470209913
943.0,923.15,6.0,225.0,0.0775,0.4,2.655749206330869
870.0,923.15,4.0,300.0,0.1,0.1,2.654883817686971
871.0,923.15,4.0,300.0,0.1,0.2,2.6545984709592085
489.0,873.15,8.0,300.0,0.055,0.5,2.654430653267713
492.0,873.15,8.0,300.0,0.0775,0.3,2.654379663037898
491.0,873.15,8.0,300.0,0.0775,0.2,2.6543349116722847
490.0,873.15,8.0,300.0,0.0775,0.1,2.654267792819305
488.0,873.15,8.0,300.0,0.055,0.4,2.6539728588659783
1333.0,973.15,2.0,262.5,0.0325,0.4,2.6532979247461346
1334.0,973.15,2.0,262.5,0.0325,0.5,2.653167299796218
2094.0,1023.15,4.0,262.5,0.0775,0.5,2.649218305627991
2113.0,1023.15,4.0,300.0,0.055,0.4,2.646464610438433
2112.0,1023.15,4.0,300.0,0.055,0.3,2.646463546428373
2111.0,1023.15,4.0,300.0,0.055,0.2,2.6464605670469674
2110.0,1023.15,4.0,300.0,0.055,0.1,2.646448362929438
2109.0,1023.15,4.0,300.0,0.0325,0.5,2.6463273368236195
2138.0,1023.15,6.0,150.0,0.055,0.4,2.645937358122947
2137.0,1023.15,6.0,150.0,0.055,0.3,2.64593669044538
2136.0,1023.15,6.0,150.0,0.055,0.2,2.6459348198708854
2135.0,1023.15,6.0,150.0,0.055,0.1,2.6459271535592435
2134.0,1023.15,6.0,150.0,0.0325,0.5,2.6458510875539343
1949.0,1023.15,2.0,225.0,0.1,0.5,2.6457982933191198
2118.0,1023.15,4.0,300.0,0.0775,0.4,2.640361450620386
2117.0,1023.15,4.0,300.0,0.0775,0.3,2.6403608060382058
2116.0,1023.15,4.0,300.0,0.0775,0.2,2.640359000761936
2115.0,1023.15,4.0,300.0,0.0775,0.1,2.6403516045332083
2114.0,1023.15,4.0,300.0,0.055,0.5,2.64027824242595
1655.0,973.15,8.0,187.5,0.0325,0.1,2.6397504038223065
797.0,923.15,4.0,187.5,0.1,0.3,2.639298994414628
796.0,923.15,4.0,187.5,0.1,0.2,2.639298414816061
795.0,923.15,4.0,187.5,0.1,0.1,2.639296792659141
794.0,923.15,4.0,187.5,0.0775,0.5,2.639290151286229
793.0,923.15,4.0,187.5,0.0775,0.4,2.639224322047303
1585.0,973.15,6.0,262.5,0.055,0.1,2.6351489143047298
1584.0,973.15,6.0,262.5,0.0325,0.5,2.635148403705575
1583.0,973.15,6.0,262.5,0.0325,0.4,2.635146976498012
1582.0,973.15,6.0,262.5,0.0325,0.3,2.635141140968755
1581.0,973.15,6.0,262.5,0.0325,0.2,2.6350833787407115
782.0,923.15,4.0,187.5,0.0325,0.3,2.63368830561325
781.0,923.15,4.0,187.5,0.0325,0.2,2.633688017307188
780.0,923.15,4.0,187.5,0.0325,0.1,2.6336872107200184
1480.0,973.15,4.0,300.0,0.0325,0.1,2.6283673706999995
767.0,923.15,4.0,150.0,0.0775,0.3,2.6281570167483275
766.0,923.15,4.0,150.0,0.0775,0.2,2.628156836213126
765.0,923.15,4.0,150.0,0.0775,0.1,2.628156331452437
764.0,923.15,4.0,150.0,0.055,0.5,2.62815426702016
763.0,923.15,4.0,150.0,0.055,0.4,2.62813382638362
2133.0,1023.15,6.0,150.0,0.0325,0.4,2.6246273378759284
2132.0,1023.15,6.0,150.0,0.0325,0.3,2.624626180920289
2131.0,1023.15,6.0,150.0,0.0325,0.2,2.6246229401327503
2130.0,1023.15,6.0,150.0,0.0325,0.1,2.624609660491775
219.0,873.15,4.0,262.5,0.0775,0.5,2.622682020310799
218.0,873.15,4.0,262.5,0.0775,0.4,2.622679461330716
217.0,873.15,4.0,262.5,0.0775,0.3,2.622672311426536
216.0,873.15,4.0,262.5,0.0775,0.2,2.62264308840439
215.0,873.15,4.0,262.5,0.0775,0.1,2.6223539269813467
787.0,923.15,4.0,187.5,0.055,0.3,2.616528135640801
786.0,923.15,4.0,187.5,0.055,0.2,2.616527929003997
785.0,923.15,4.0,187.5,0.055,0.1,2.616527350758973
784.0,923.15,4.0,187.5,0.0325,0.5,2.616524983676588
783.0,923.15,4.0,187.5,0.0325,0.4,2.616501524765671
2008.0,1023.15,4.0,150.0,0.0325,0.4,2.6164571989567684
2007.0,1023.15,4.0,150.0,0.0325,0.3,2.6164434394366243
2006.0,1023.15,4.0,150.0,0.0325,0.2,2.616404919409067
2005.0,1023.15,4.0,150.0,0.0325,0.1,2.616247169526333
1012.0,923.15,8.0,150.0,0.055,0.3,2.6135653947249877
1011.0,923.15,8.0,150.0,0.055,0.2,2.6135588033634463
1010.0,923.15,8.0,150.0,0.055,0.1,2.6135403855821715
1009.0,923.15,8.0,150.0,0.0325,0.5,2.613465104247424
1008.0,923.15,8.0,150.0,0.0325,0.4,2.612720110593874
807.0,923.15,4.0,225.0,0.0325,0.3,2.6099147092501296
806.0,923.15,4.0,225.0,0.0325,0.2,2.6099144699491754
805.0,923.15,4.0,225.0,0.0325,0.1,2.6099137999086155
799.0,923.15,4.0,187.5,0.1,0.5,2.608064327490789
798.0,923.15,4.0,187.5,0.1,0.4,2.6080252857075283
1620.0,973.15,6.0,300.0,0.1,0.1,2.605420112336802
1619.0,973.15,6.0,300.0,0.0775,0.5,2.605418989028157
1618.0,973.15,6.0,300.0,0.0775,0.4,2.60541584509312
1617.0,973.15,6.0,300.0,0.0775,0.3,2.6054029731303108
1616.0,973.15,6.0,300.0,0.0775,0.2,2.605275386587449
1535.0,973.15,6.0,187.5,0.055,0.1,2.6038257922915693
1534.0,973.15,6.0,187.5,0.0325,0.5,2.6038079062992647
1533.0,973.15,6.0,187.5,0.0325,0.4,2.603757834208255
1532.0,973.15,6.0,187.5,0.0325,0.3,2.603552775438676
817.0,923.15,4.0,225.0,0.0775,0.3,2.6033057504566712
816.0,923.15,4.0,225.0,0.0775,0.2,2.6033050764345163
815.0,923.15,4.0,225.0,0.0775,0.1,2.60330318910218
814.0,923.15,4.0,225.0,0.055,0.5,2.6032954582987102
813.0,923.15,4.0,225.0,0.055,0.4,2.603218792651098
1132.0,923.15,10.0,150.0,0.0325,0.3,2.6021444730799903
1131.0,923.15,10.0,150.0,0.0325,0.2,2.6021431289927857
1130.0,923.15,10.0,150.0,0.0325,0.1,2.6021393696520785
847.0,923.15,4.0,262.5,0.1,0.3,2.6015624533115784
846.0,923.15,4.0,262.5,0.1,0.2,2.6015621410294694
845.0,923.15,4.0,262.5,0.1,0.1,2.6015612660086624
844.0,923.15,4.0,262.5,0.0775,0.5,2.601557679304612
843.0,923.15,4.0,262.5,0.0775,0.4,2.6015220851166845
1531.0,973.15,6.0,187.5,0.0325,0.2,2.6015196383546377
339.0,873.15,6.0,262.5,0.055,0.5,2.5998801784300096
338.0,873.15,6.0,262.5,0.055,0.4,2.599879411613441
337.0,873.15,6.0,262.5,0.055,0.3,2.599877266965907
336.0,873.15,6.0,262.5,0.055,0.2,2.59986849255216
335.0,873.15,6.0,262.5,0.055,0.1,2.5997815824439616
557.0,873.15,10.0,225.0,0.0325,0.3,2.599604187586566
556.0,873.15,10.0,225.0,0.0325,0.2,2.5995947387688467
555.0,873.15,10.0,225.0,0.0325,0.1,2.599568336792622
274.0,873.15,6.0,150.0,0.1,0.5,2.598946395574199
273.0,873.15,6.0,150.0,0.1,0.4,2.598936920900468
272.0,873.15,6.0,150.0,0.1,0.3,2.5989103970682086
271.0,873.15,6.0,150.0,0.1,0.2,2.5988017767389096
270.0,873.15,6.0,150.0,0.1,0.1,2.597724820421538
394.0,873.15,8.0,150.0,0.0775,0.5,2.596165449047837
393.0,873.15,8.0,150.0,0.0775,0.4,2.596162694485513
392.0,873.15,8.0,150.0,0.0775,0.3,2.596154980331096
391.0,873.15,8.0,150.0,0.0775,0.2,2.596123377298519
390.0,873.15,8.0,150.0,0.0775,0.1,2.5958099251420346
822.0,923.15,4.0,225.0,0.1,0.3,2.5957181749724305
821.0,923.15,4.0,225.0,0.1,0.2,2.595717792935713
820.0,923.15,4.0,225.0,0.1,0.1,2.595716722977897
819.0,923.15,4.0,225.0,0.0775,0.5,2.5957123393761776
818.0,923.15,4.0,225.0,0.0775,0.4,2.595668858559081
1187.0,923.15,10.0,225.0,0.055,0.3,2.5948279569300805
1186.0,923.15,10.0,225.0,0.055,0.2,2.5948232913874008
1185.0,923.15,10.0,225.0,0.055,0.1,2.5948102252675977
1184.0,923.15,10.0,225.0,0.0325,0.5,2.594756695859552
1183.0,923.15,10.0,225.0,0.0325,0.4,2.594225779368772
1605.0,973.15,6.0,300.0,0.0325,0.1,2.5915692369352303
119.0,873.15,2.0,300.0,0.0775,0.5,2.59095565494544
1067.0,923.15,8.0,225.0,0.0775,0.3,2.5898983401070854
1066.0,923.15,8.0,225.0,0.0775,0.2,2.58987423414648
1065.0,923.15,8.0,225.0,0.0775,0.1,2.5898067493108994
1064.0,923.15,8.0,225.0,0.055,0.5,2.589530380803022
1849.0,973.15,10.0,262.5,0.1,0.5,2.5891923910445893
1063.0,923.15,8.0,225.0,0.055,0.4,2.589186013864657
824.0,923.15,4.0,225.0,0.1,0.5,2.5879638089334387
823.0,923.15,4.0,225.0,0.1,0.4,2.587929401249495
1380.0,973.15,4.0,150.0,0.0325,0.1,2.586156005596138
1590.0,973.15,6.0,262.5,0.0775,0.1,2.5851192042516558
1589.0,973.15,6.0,262.5,0.055,0.5,2.585118843023853
1588.0,973.15,6.0,262.5,0.055,0.4,2.585117833030388
1587.0,973.15,6.0,262.5,0.055,0.3,2.5851137021366317
1586.0,973.15,6.0,262.5,0.055,0.2,2.5850728001538723
912.0,923.15,6.0,187.5,0.055,0.3,2.583107805482536
911.0,923.15,6.0,187.5,0.055,0.2,2.5830304838319647
909.0,923.15,6.0,187.5,0.0325,0.5,2.582930186552149
910.0,923.15,6.0,187.5,0.055,0.1,2.5828144152415278
908.0,923.15,6.0,187.5,0.0325,0.4,2.5826713364382368
848.0,923.15,4.0,262.5,0.1,0.4,2.581217644579821
849.0,923.15,4.0,262.5,0.1,0.5,2.580872678074889
455.0,873.15,8.0,262.5,0.0325,0.1,2.580772636973101
456.0,873.15,8.0,262.5,0.0325,0.2,2.5807565762114235
457.0,873.15,8.0,262.5,0.0325,0.3,2.580538371657521
1308.0,973.15,2.0,225.0,0.0325,0.4,2.579043789828513
1774.0,973.15,10.0,150.0,0.1,0.5,2.5785471482607245
612.0,873.15,10.0,300.0,0.055,0.3,2.5783186022347646
611.0,873.15,10.0,300.0,0.055,0.2,2.57828389293383
610.0,873.15,10.0,300.0,0.055,0.1,2.5781867242079057
609.0,873.15,10.0,300.0,0.0325,0.5,2.577788792175271
837.0,923.15,4.0,262.5,0.055,0.3,2.5775864992554283
836.0,923.15,4.0,262.5,0.055,0.2,2.577585753438589
835.0,923.15,4.0,262.5,0.055,0.1,2.57758366432454
834.0,923.15,4.0,262.5,0.0325,0.5,2.577575103886022
833.0,923.15,4.0,262.5,0.0325,0.4,2.577490179921176
608.0,873.15,10.0,300.0,0.0325,0.4,2.577070036062007
842.0,923.15,4.0,262.5,0.0775,0.3,2.573918687888238
841.0,923.15,4.0,262.5,0.0775,0.2,2.5739182222595747
840.0,923.15,4.0,262.5,0.0775,0.1,2.5739169177551253
839.0,923.15,4.0,262.5,0.055,0.5,2.573911571418793
838.0,923.15,4.0,262.5,0.055,0.4,2.573858523252387
171.0,873.15,4.0,187.5,0.1,0.2,2.5695271151180368
174.0,873.15,4.0,187.5,0.1,0.5,2.5693350700073934
173.0,873.15,4.0,187.5,0.1,0.4,2.569281062369128
170.0,873.15,4.0,187.5,0.1,0.1,2.569266839157196
172.0,873.15,4.0,187.5,0.1,0.3,2.569129868280527
1117.0,923.15,8.0,300.0,0.0775,0.3,2.568326757504154
1116.0,923.15,8.0,300.0,0.0775,0.2,2.5683260839730355
1115.0,923.15,8.0,300.0,0.0775,0.1,2.568324201358773
1114.0,923.15,8.0,300.0,0.055,0.5,2.5683165038184983
1908.0,1023.15,2.0,187.5,0.0325,0.4,2.5682958883448306
1113.0,923.15,8.0,300.0,0.055,0.4,2.568240310912465
1907.0,1023.15,2.0,187.5,0.0325,0.3,2.5681349992276545
324.0,873.15,6.0,225.0,0.1,0.5,2.567919773507369
323.0,873.15,6.0,225.0,0.1,0.4,2.5679193882228093
322.0,873.15,6.0,225.0,0.1,0.3,2.567918311359234
321.0,873.15,6.0,225.0,0.1,0.2,2.567913908521315
320.0,873.15,6.0,225.0,0.1,0.1,2.567870329016352
1640.0,973.15,8.0,150.0,0.0775,0.1,2.567861721931417
1639.0,973.15,8.0,150.0,0.055,0.5,2.5678604040253954
1638.0,973.15,8.0,150.0,0.055,0.4,2.5678567137059547
1637.0,973.15,8.0,150.0,0.055,0.3,2.567841597485807
1636.0,973.15,8.0,150.0,0.055,0.2,2.5676916941753003
1435.0,973.15,4.0,225.0,0.055,0.1,2.5651703798984458
1433.0,973.15,4.0,225.0,0.0325,0.4,2.5650999782231807
1434.0,973.15,4.0,225.0,0.0325,0.5,2.564963222288541
1432.0,973.15,4.0,225.0,0.0325,0.3,2.5648418714746857
1431.0,973.15,4.0,225.0,0.0325,0.2,2.564584369278361
967.0,923.15,6.0,262.5,0.0775,0.3,2.562889805983556
965.0,923.15,6.0,262.5,0.0775,0.1,2.562826943648379
966.0,923.15,6.0,262.5,0.0775,0.2,2.562608168141653
964.0,923.15,6.0,262.5,0.055,0.5,2.5625559745159414
1610.0,973.15,6.0,300.0,0.055,0.1,2.562520519136505
1609.0,973.15,6.0,300.0,0.0325,0.5,2.562520092012465
1608.0,973.15,6.0,300.0,0.0325,0.4,2.562518896744841
1607.0,973.15,6.0,300.0,0.0325,0.3,2.5625140037861995
1606.0,973.15,6.0,300.0,0.0325,0.2,2.562465512201308
963.0,923.15,6.0,262.5,0.055,0.4,2.562019939408654
1624.0,973.15,6.0,300.0,0.1,0.5,2.5613898412982223
1623.0,973.15,6.0,300.0,0.1,0.4,2.5613878847919653
1622.0,973.15,6.0,300.0,0.1,0.3,2.5613798725587644
1621.0,973.15,6.0,300.0,0.1,0.2,2.5613004366819125
510.0,873.15,10.0,150.0,0.055,0.1,2.560645263797144
512.0,873.15,10.0,150.0,0.055,0.3,2.5605510882311195
511.0,873.15,10.0,150.0,0.055,0.2,2.5604737777245568
509.0,873.15,10.0,150.0,0.0325,0.5,2.560426152496824
881.0,923.15,6.0,150.0,0.0325,0.2,2.559943198711874
508.0,873.15,10.0,150.0,0.0325,0.4,2.5599238261602077
882.0,923.15,6.0,150.0,0.0325,0.3,2.559663605177722
74.0,873.15,2.0,225.0,0.1,0.5,2.5591716447782416
73.0,873.15,2.0,225.0,0.1,0.4,2.559128117111525
1347.0,973.15,2.0,262.5,0.1,0.3,2.5587081534844645
1348.0,973.15,2.0,262.5,0.1,0.4,2.558617820466805
1816.0,973.15,10.0,225.0,0.0775,0.2,2.558259122037962
1817.0,973.15,10.0,225.0,0.0775,0.3,2.558106824652098
1818.0,973.15,10.0,225.0,0.0775,0.4,2.5580663615875894
674.0,923.15,2.0,187.5,0.1,0.5,2.5547821695103248
673.0,923.15,2.0,187.5,0.1,0.4,2.554562437430375
2024.0,1023.15,4.0,150.0,0.1,0.5,2.552691897644555
1630.0,973.15,8.0,150.0,0.0325,0.1,2.547164953466132
1969.0,1023.15,2.0,262.5,0.0775,0.5,2.5457363623391656
1649.0,973.15,8.0,150.0,0.1,0.5,2.5435204872372985
1648.0,973.15,8.0,150.0,0.1,0.4,2.543518917364528
1647.0,973.15,8.0,150.0,0.1,0.3,2.543512484483477
1646.0,973.15,8.0,150.0,0.1,0.2,2.543448666872343
1645.0,973.15,8.0,150.0,0.1,0.1,2.542711194848103
1644.0,973.15,8.0,150.0,0.0775,0.5,2.5427104022491056
1643.0,973.15,8.0,150.0,0.0775,0.4,2.5427081824263453
1642.0,973.15,8.0,150.0,0.0775,0.3,2.5426990878160485
1641.0,973.15,8.0,150.0,0.0775,0.2,2.5426088807094405
1973.0,1023.15,2.0,262.5,0.1,0.4,2.542388189663456
1972.0,1023.15,2.0,262.5,0.1,0.3,2.542383827794495
1971.0,1023.15,2.0,262.5,0.1,0.2,2.542371627635504
1149.0,923.15,10.0,150.0,0.1,0.5,2.541648127518539
1148.0,923.15,10.0,150.0,0.1,0.4,2.5414707558054603
359.0,873.15,6.0,300.0,0.0325,0.5,2.539940620646809
358.0,873.15,6.0,300.0,0.0325,0.4,2.53993972910345
357.0,873.15,6.0,300.0,0.0325,0.3,2.539937233910018
356.0,873.15,6.0,300.0,0.0325,0.2,2.5399270182559697
355.0,873.15,6.0,300.0,0.0325,0.1,2.539825761654157
1660.0,973.15,8.0,187.5,0.055,0.1,2.5397946634678727
1659.0,973.15,8.0,187.5,0.0325,0.5,2.539793188629757
1658.0,973.15,8.0,187.5,0.0325,0.4,2.5397890574174404
1657.0,973.15,8.0,187.5,0.0325,0.3,2.53977212916454
1656.0,973.15,8.0,187.5,0.0325,0.2,2.5396041984287434
1555.0,973.15,6.0,225.0,0.0325,0.1,2.535913957533409
1665.0,973.15,8.0,187.5,0.0775,0.1,2.53395376293109
1664.0,973.15,8.0,187.5,0.055,0.5,2.533952909307072
1663.0,973.15,8.0,187.5,0.055,0.4,2.533950517785339
1662.0,973.15,8.0,187.5,0.055,0.3,2.533940716460864
1661.0,973.15,8.0,187.5,0.055,0.2,2.5338434682173414
294.0,873.15,6.0,187.5,0.0775,0.5,2.5305412607743074
293.0,873.15,6.0,187.5,0.0775,0.4,2.5305307056023736
292.0,873.15,6.0,187.5,0.0775,0.3,2.5305011455322437
291.0,873.15,6.0,187.5,0.0775,0.2,2.5303800450644944
290.0,873.15,6.0,187.5,0.0775,0.1,2.529179016923484
1670.0,973.15,8.0,187.5,0.1,0.1,2.5262349616457085
1669.0,973.15,8.0,187.5,0.0775,0.5,2.526234280162765
1668.0,973.15,8.0,187.5,0.0775,0.4,2.5262323706286383
1667.0,973.15,8.0,187.5,0.0775,0.3,2.5262245434758595
1666.0,973.15,8.0,187.5,0.0775,0.2,2.526146870465681
1499.0,973.15,4.0,300.0,0.1,0.5,2.52251328775581
1498.0,973.15,4.0,300.0,0.1,0.4,2.522497476536647
1497.0,973.15,4.0,300.0,0.1,0.3,2.522432784870547
1496.0,973.15,4.0,300.0,0.1,0.2,2.5217919944763114
1087.0,923.15,8.0,262.5,0.055,0.3,2.520956656296705
1086.0,923.15,8.0,262.5,0.055,0.2,2.520929765571457
1085.0,923.15,8.0,262.5,0.055,0.1,2.520854456671387
1084.0,923.15,8.0,262.5,0.0325,0.5,2.520545938106508
1083.0,923.15,8.0,262.5,0.0325,0.4,2.519863711583046
239.0,873.15,4.0,300.0,0.055,0.5,2.51786251894182
238.0,873.15,4.0,300.0,0.055,0.4,2.5178595206917245
237.0,873.15,4.0,300.0,0.055,0.3,2.517851134893677
